'sample #',MLII,V5
644980,978,1006
644981,978,1004
644982,976,1005
644983,972,1006
644984,971,1011
644985,978,1009
644986,980,1010
644987,983,1008
644988,981,1008
644989,982,1007
644990,987,1009
644991,990,1012
644992,989,1013
644993,991,1011
644994,996,1010
644995,999,1016
644996,1001,1020
644997,1001,1021
644998,999,1020
644999,1000,1016
645000,998,1018
645001,996,1016
645002,992,1016
645003,990,1014
645004,987,1015
645005,987,1018
645006,991,1016
645007,998,1021
645008,1000,1026
645009,998,1025
645010,993,1020
645011,990,1016
645012,988,1018
645013,989,1023
645014,993,1025
645015,995,1023
645016,1001,1020
645017,998,1014
645018,991,1012
645019,985,1014
645020,985,1016
645021,989,1019
645022,986,1018
645023,980,1014
645024,977,1013
645025,978,1016
645026,976,1015
645027,974,1011
645028,970,1007
645029,971,1008
645030,967,1009
645031,968,1015
645032,967,1014
645033,969,1009
645034,970,1005
645035,973,1009
645036,966,1012
645037,967,1014
645038,971,1014
645039,975,1011
645040,975,1012
645041,969,1010
645042,963,1010
645043,959,1008
645044,960,1008
645045,965,1003
645046,971,998
645047,969,995
645048,961,991
645049,954,989
645050,950,987
645051,944,990
645052,939,1005
645053,928,1026
645054,925,1048
645055,939,1069
645056,964,1091
645057,988,1115
645058,1016,1141
645059,1057,1163
645060,1114,1185
645061,1174,1187
645062,1212,1151
645063,1220,1080
645064,1199,1013
645065,1142,986
645066,1063,991
645067,988,1002
645068,948,1006
645069,939,1006
645070,947,1011
645071,953,1010
645072,955,1008
645073,954,1009
645074,958,1009
645075,965,1011
645076,970,1012
645077,969,1015
645078,965,1009
645079,966,1009
645080,963,1007
645081,965,1008
645082,962,1007
645083,962,1002
645084,965,1002
645085,964,1005
645086,961,1012
645087,958,1010
645088,956,1008
645089,954,1008
645090,959,1010
645091,967,1012
645092,970,1012
645093,970,1011
645094,970,1008
645095,971,1004
645096,967,1009
645097,961,1015
645098,957,1017
645099,956,1013
645100,961,1007
645101,965,1003
645102,968,1006
645103,966,1013
645104,961,1018
645105,959,1018
645106,960,1017
645107,962,1015
645108,960,1010
645109,964,1010
645110,970,1010
645111,970,1009
645112,964,1007
645113,960,1007
645114,959,1008
645115,962,1009
645116,967,1007
645117,968,1011
645118,966,1012
645119,964,1010
645120,965,1005
645121,967,1008
645122,967,1012
645123,963,1011
645124,964,1010
645125,971,1008
645126,968,1008
645127,965,1009
645128,960,1007
645129,962,1005
645130,967,1006
645131,968,1003
645132,968,1003
645133,967,1003
645134,967,1004
645135,970,1003
645136,970,1002
645137,966,1004
645138,963,1003
645139,967,1003
645140,966,1001
645141,967,999
645142,970,1000
645143,972,997
645144,971,998
645145,968,998
645146,970,994
645147,970,996
645148,966,992
645149,964,988
645150,965,991
645151,970,990
645152,972,994
645153,974,992
645154,974,991
645155,972,990
645156,973,989
645157,972,994
645158,974,1000
645159,974,1004
645160,971,1001
645161,970,997
645162,967,994
645163,968,998
645164,968,1008
645165,970,1012
645166,968,1013
645167,966,1011
645168,975,1007
645169,988,1013
645170,989,1019
645171,983,1019
645172,978,1018
645173,978,1014
645174,976,1014
645175,978,1016
645176,978,1014
645177,981,1016
645178,976,1019
645179,974,1019
645180,973,1018
645181,974,1018
645182,979,1019
645183,986,1016
645184,986,1020
645185,982,1021
645186,973,1016
645187,969,1013
645188,972,1012
645189,974,1015
645190,970,1022
645191,969,1022
645192,965,1023
645193,969,1018
645194,973,1017
645195,977,1017
645196,980,1014
645197,978,1015
645198,978,1016
645199,976,1021
645200,974,1023
645201,976,1021
645202,978,1019
645203,979,1016
645204,976,1018
645205,974,1017
645206,977,1019
645207,976,1015
645208,973,1014
645209,968,1009
645210,966,1011
645211,963,1018
645212,967,1017
645213,969,1014
645214,968,1013
645215,967,1013
645216,966,1015
645217,963,1018
645218,966,1020
645219,969,1018
645220,971,1016
645221,971,1008
645222,966,1005
645223,963,1005
645224,966,1013
645225,974,1013
645226,978,1013
645227,971,1010
645228,966,1009
645229,963,1009
645230,966,1008
645231,967,1010
645232,965,1011
645233,960,1006
645234,956,1003
645235,959,1007
645236,962,1012
645237,967,1013
645238,965,1013
645239,968,1011
645240,968,1009
645241,967,1013
645242,971,1016
645243,976,1015
645244,982,1013
645245,983,1007
645246,981,1007
645247,978,1009
645248,978,1013
645249,980,1010
645250,979,1008
645251,979,1012
645252,980,1013
645253,986,1012
645254,990,1014
645255,992,1015
645256,990,1018
645257,984,1020
645258,980,1016
645259,978,1013
645260,982,1015
645261,986,1020
645262,983,1021
645263,979,1015
645264,975,1011
645265,974,1015
645266,978,1022
645267,983,1025
645268,981,1018
645269,980,1007
645270,982,1005
645271,981,1009
645272,979,1015
645273,978,1013
645274,978,1009
645275,974,1004
645276,966,1001
645277,959,1005
645278,962,1006
645279,962,1006
645280,961,1003
645281,954,999
645282,952,999
645283,951,1005
645284,952,1010
645285,960,1008
645286,961,1004
645287,958,996
645288,950,994
645289,948,998
645290,949,1002
645291,954,1001
645292,952,1005
645293,953,1000
645294,950,993
645295,948,988
645296,949,986
645297,951,988
645298,952,993
645299,953,997
645300,948,999
645301,952,1001
645302,949,1001
645303,950,996
645304,951,991
645305,946,983
645306,944,979
645307,938,977
645308,933,974
645309,930,976
645310,923,984
645311,916,998
645312,908,1020
645313,911,1037
645314,927,1052
645315,954,1072
645316,988,1094
645317,1038,1116
645318,1095,1135
645319,1150,1136
645320,1189,1096
645321,1199,1022
645322,1167,969
645323,1096,959
645324,1006,971
645325,941,984
645326,918,989
645327,921,988
645328,929,991
645329,935,991
645330,935,991
645331,940,991
645332,946,994
645333,947,994
645334,943,990
645335,940,988
645336,940,990
645337,938,997
645338,936,998
645339,942,995
645340,944,997
645341,943,994
645342,939,991
645343,941,988
645344,938,989
645345,939,992
645346,943,993
645347,940,992
645348,932,990
645349,933,992
645350,942,990
645351,948,988
645352,944,987
645353,937,987
645354,935,989
645355,941,996
645356,946,1002
645357,949,1001
645358,949,996
645359,947,994
645360,939,993
645361,938,994
645362,938,994
645363,941,994
645364,941,995
645365,939,993
645366,936,991
645367,935,992
645368,938,994
645369,939,995
645370,946,994
645371,947,990
645372,949,988
645373,940,988
645374,940,991
645375,939,986
645376,943,986
645377,942,983
645378,940,985
645379,937,993
645380,933,997
645381,935,997
645382,942,997
645383,947,997
645384,947,993
645385,945,987
645386,946,984
645387,947,984
645388,943,984
645389,937,984
645390,939,987
645391,943,990
645392,942,990
645393,943,989
645394,943,987
645395,942,985
645396,945,982
645397,947,980
645398,942,980
645399,943,979
645400,943,979
645401,939,977
645402,933,974
645403,937,974
645404,938,972
645405,937,971
645406,934,970
645407,934,966
645408,935,968
645409,940,970
645410,941,972
645411,941,973
645412,943,971
645413,945,967
645414,943,966
645415,937,972
645416,933,975
645417,937,978
645418,940,979
645419,945,976
645420,944,975
645421,944,977
645422,944,981
645423,945,982
645424,947,980
645425,947,978
645426,950,979
645427,951,983
645428,952,986
645429,953,986
645430,949,987
645431,947,987
645432,952,993
645433,952,998
645434,954,997
645435,956,994
645436,954,990
645437,949,991
645438,949,995
645439,952,996
645440,960,995
645441,964,995
645442,965,995
645443,959,993
645444,954,994
645445,957,995
645446,959,996
645447,960,997
645448,960,994
645449,954,991
645450,952,989
645451,953,992
645452,960,996
645453,963,1001
645454,956,997
645455,947,992
645456,945,987
645457,947,990
645458,948,995
645459,955,998
645460,962,996
645461,957,994
645462,955,994
645463,951,993
645464,952,995
645465,953,994
645466,955,989
645467,952,989
645468,944,991
645469,942,994
645470,947,997
645471,953,992
645472,955,987
645473,952,984
645474,946,987
645475,942,992
645476,946,994
645477,952,993
645478,952,989
645479,948,988
645480,947,987
645481,946,992
645482,947,995
645483,952,996
645484,957,993
645485,955,988
645486,948,987
645487,939,989
645488,939,992
645489,940,988
645490,945,988
645491,947,984
645492,948,984
645493,949,986
645494,944,993
645495,939,990
645496,941,986
645497,943,984
645498,951,986
645499,953,990
645500,951,992
645501,947,990
645502,945,990
645503,942,986
645504,945,984
645505,950,986
645506,955,987
645507,957,989
645508,955,988
645509,956,985
645510,963,985
645511,965,987
645512,962,991
645513,959,991
645514,955,991
645515,963,991
645516,969,996
645517,974,997
645518,976,995
645519,974,993
645520,968,990
645521,963,991
645522,960,996
645523,960,1002
645524,967,1004
645525,974,1004
645526,969,1000
645527,956,998
645528,946,995
645529,949,1001
645530,958,998
645531,975,994
645532,980,993
645533,976,992
645534,973,992
645535,973,989
645536,972,988
645537,965,988
645538,955,990
645539,942,990
645540,937,988
645541,942,989
645542,945,991
645543,947,988
645544,948,986
645545,943,985
645546,942,984
645547,944,983
645548,946,981
645549,944,980
645550,940,985
645551,934,983
645552,931,984
645553,934,982
645554,941,984
645555,944,985
645556,944,987
645557,942,987
645558,940,986
645559,941,986
645560,941,986
645561,938,985
645562,937,984
645563,936,982
645564,936,977
645565,936,977
645566,936,976
645567,931,967
645568,921,961
645569,912,961
645570,903,971
645571,898,994
645572,903,1020
645573,914,1039
645574,937,1047
645575,964,1055
645576,989,1073
645577,1020,1102
645578,1065,1134
645579,1122,1150
645580,1176,1136
645581,1211,1080
645582,1209,1011
645583,1170,964
645584,1100,954
645585,1021,963
645586,954,970
645587,916,974
645588,906,979
645589,909,981
645590,916,982
645591,931,984
645592,937,983
645593,934,980
645594,930,977
645595,936,979
645596,944,984
645597,950,984
645598,951,986
645599,947,984
645600,941,983
645601,937,986
645602,935,989
645603,938,989
645604,937,988
645605,937,987
645606,936,984
645607,937,984
645608,941,986
645609,942,985
645610,940,985
645611,935,985
645612,932,987
645613,931,988
645614,934,989
645615,935,989
645616,933,986
645617,931,980
645618,929,979
645619,929,983
645620,933,987
645621,938,985
645622,937,987
645623,931,986
645624,930,981
645625,930,980
645626,931,980
645627,930,984
645628,935,991
645629,938,994
645630,943,991
645631,940,987
645632,936,986
645633,935,984
645634,935,981
645635,937,980
645636,934,984
645637,933,987
645638,934,988
645639,934,987
645640,933,984
645641,937,981
645642,936,984
645643,931,986
645644,932,989
645645,935,986
645646,935,986
645647,933,979
645648,932,979
645649,936,980
645650,939,984
645651,940,987
645652,938,990
645653,935,986
645654,935,984
645655,939,983
645656,944,984
645657,945,983
645658,940,978
645659,931,978
645660,927,979
645661,929,980
645662,933,984
645663,940,982
645664,940,981
645665,937,978
645666,932,972
645667,934,971
645668,941,970
645669,945,970
645670,941,968
645671,937,969
645672,929,972
645673,925,970
645674,926,969
645675,932,963
645676,936,959
645677,934,954
645678,932,954
645679,925,962
645680,925,965
645681,926,966
645682,925,964
645683,925,963
645684,929,964
645685,934,965
645686,933,968
645687,938,972
645688,937,971
645689,935,974
645690,934,977
645691,940,979
645692,944,982
645693,945,982
645694,944,982
645695,944,982
645696,946,982
645697,948,984
645698,955,988
645699,957,988
645700,954,989
645701,948,988
645702,949,987
645703,947,987
645704,951,992
645705,957,994
645706,958,997
645707,959,996
645708,956,992
645709,954,989
645710,959,993
645711,959,990
645712,956,989
645713,954,988
645714,954,986
645715,953,990
645716,954,993
645717,956,993
645718,957,992
645719,959,988
645720,958,988
645721,957,988
645722,957,992
645723,957,994
645724,959,992
645725,958,989
645726,956,989
645727,955,990
645728,952,992
645729,954,992
645730,954,990
645731,952,985
645732,954,988
645733,954,993
645734,959,994
645735,962,991
645736,960,989
645737,957,988
645738,953,987
645739,950,989
645740,956,990
645741,960,992
645742,960,993
645743,956,990
645744,952,988
645745,951,989
645746,951,991
645747,951,987
645748,951,987
645749,947,985
645750,946,984
645751,950,988
645752,951,990
645753,953,992
645754,953,990
645755,950,989
645756,948,985
645757,951,986
645758,951,988
645759,951,988
645760,950,989
645761,948,988
645762,948,986
645763,949,988
645764,950,988
645765,949,989
645766,950,989
645767,952,986
645768,953,988
645769,952,989
645770,949,991
645771,949,989
645772,951,988
645773,951,988
645774,950,987
645775,948,989
645776,951,991
645777,955,990
645778,958,992
645779,954,989
645780,952,987
645781,951,987
645782,951,990
645783,956,989
645784,959,986
645785,961,986
645786,962,984
645787,963,985
645788,965,989
645789,970,987
645790,969,988
645791,967,985
645792,967,982
645793,965,982
645794,967,986
645795,972,983
645796,973,984
645797,974,984
645798,976,982
645799,974,984
645800,977,988
645801,980,985
645802,978,984
645803,978,984
645804,974,985
645805,975,990
645806,977,994
645807,976,995
645808,974,991
645809,973,991
645810,972,986
645811,974,989
645812,975,990
645813,979,989
645814,982,986
645815,982,985
645816,976,984
645817,968,986
645818,966,985
645819,965,984
645820,963,985
645821,959,982
645822,955,980
645823,952,982
645824,954,985
645825,956,985
645826,956,983
645827,956,978
645828,956,979
645829,955,980
645830,957,984
645831,957,983
645832,953,981
645833,953,978
645834,952,978
645835,950,977
645836,952,980
645837,954,980
645838,955,980
645839,952,977
645840,950,978
645841,949,976
645842,950,978
645843,952,976
645844,951,971
645845,948,966
645846,941,964
645847,933,963
645848,929,961
645849,927,956
645850,927,950
645851,928,948
645852,921,956
645853,914,980
645854,910,1009
645855,922,1032
645856,939,1048
645857,968,1065
645858,991,1086
645859,1023,1112
645860,1074,1137
645861,1133,1155
645862,1182,1145
645863,1216,1101
645864,1220,1027
645865,1190,973
645866,1127,957
645867,1044,964
645868,973,967
645869,932,968
645870,921,969
645871,931,975
645872,944,977
645873,952,971
645874,950,974
645875,948,970
645876,950,968
645877,952,970
645878,949,972
645879,949,973
645880,948,971
645881,945,971
645882,949,969
645883,949,969
645884,953,971
645885,956,972
645886,955,972
645887,951,970
645888,950,969
645889,951,971
645890,950,974
645891,953,972
645892,953,971
645893,951,970
645894,950,970
645895,950,972
645896,947,973
645897,950,973
645898,948,974
645899,947,973
645900,948,972
645901,947,972
645902,949,974
645903,948,971
645904,950,972
645905,949,970
645906,950,967
645907,948,970
645908,951,972
645909,953,972
645910,952,971
645911,950,969
645912,947,968
645913,945,969
645914,947,973
645915,950,973
645916,951,974
645917,952,970
645918,951,969
645919,952,969
645920,952,970
645921,955,969
645922,953,970
645923,950,969
645924,949,968
645925,949,971
645926,951,972
645927,953,971
645928,949,969
645929,950,965
645930,951,967
645931,950,969
645932,953,971
645933,953,969
645934,951,967
645935,951,964
645936,953,966
645937,953,965
645938,957,967
645939,958,966
645940,958,966
645941,955,964
645942,956,960
645943,952,960
645944,956,963
645945,958,958
645946,956,957
645947,957,955
645948,956,955
645949,955,955
645950,955,957
645951,956,954
645952,954,953
645953,955,951
645954,956,951
645955,956,952
645956,957,955
645957,956,953
645958,956,955
645959,957,954
645960,955,954
645961,956,955
645962,958,958
645963,960,960
645964,961,963
645965,962,961
645966,959,965
645967,961,966
645968,965,970
645969,967,973
645970,968,972
645971,964,971
645972,965,973
645973,966,979
645974,969,981
645975,973,980
645976,970,980
645977,970,978
645978,969,980
645979,968,979
645980,973,982
645981,977,978
645982,976,981
645983,975,979
645984,972,980
645985,971,980
645986,973,982
645987,973,982
645988,974,982
645989,974,978
645990,972,975
645991,972,976
645992,974,981
645993,976,980
645994,974,980
645995,975,979
645996,972,975
645997,970,978
645998,972,981
645999,975,979
646000,971,979
646001,971,978
646002,969,977
646003,970,978
646004,971,981
646005,975,979
646006,975,981
646007,974,975
646008,967,977
646009,965,977
646010,968,980
646011,970,981
646012,966,979
646013,966,975
646014,964,976
646015,965,974
646016,970,978
646017,972,979
646018,971,977
646019,966,975
646020,964,974
646021,963,974
646022,964,977
646023,967,975
646024,967,972
646025,965,971
646026,961,971
646027,960,972
646028,963,978
646029,967,974
646030,964,974
646031,960,972
646032,960,969
646033,958,972
646034,957,975
646035,957,973
646036,959,972
646037,959,971
646038,962,969
646039,962,970
646040,963,972
646041,964,972
646042,963,972
646043,963,971
646044,961,972
646045,961,972
646046,965,974
646047,963,971
646048,962,971
646049,962,970
646050,962,967
646051,965,970
646052,965,972
646053,970,972
646054,973,972
646055,974,972
646056,972,970
646057,972,971
646058,973,977
646059,977,977
646060,979,980
646061,979,979
646062,974,977
646063,980,982
646064,983,982
646065,986,982
646066,983,982
646067,981,977
646068,981,976
646069,981,978
646070,984,979
646071,986,978
646072,986,980
646073,983,976
646074,981,978
646075,979,981
646076,979,983
646077,980,983
646078,983,983
646079,982,980
646080,983,981
646081,980,982
646082,976,985
646083,979,982
646084,982,979
646085,986,975
646086,988,975
646087,985,973
646088,981,976
646089,973,977
646090,968,977
646091,967,972
646092,964,971
646093,960,968
646094,957,973
646095,959,972
646096,957,970
646097,957,970
646098,959,969
646099,957,970
646100,955,971
646101,959,970
646102,958,971
646103,958,969
646104,956,968
646105,956,970
646106,958,974
646107,959,971
646108,958,969
646109,957,968
646110,956,968
646111,955,970
646112,959,971
646113,958,970
646114,957,969
646115,952,965
646116,949,958
646117,945,955
646118,941,952
646119,939,949
646120,931,948
646121,931,954
646122,921,975
646123,915,1000
646124,919,1024
646125,940,1044
646126,966,1061
646127,996,1080
646128,1027,1104
646129,1077,1131
646130,1140,1146
646131,1187,1127
646132,1207,1068
646133,1203,997
646134,1163,952
646135,1090,942
646136,1011,953
646137,957,961
646138,927,960
646139,920,959
646140,920,960
646141,925,965
646142,938,967
646143,947,965
646144,950,964
646145,949,959
646146,947,960
646147,946,964
646148,947,966
646149,949,964
646150,947,964
646151,948,963
646152,947,960
646153,944,961
646154,947,963
646155,950,965
646156,950,967
646157,949,963
646158,950,963
646159,947,962
646160,948,964
646161,949,966
646162,950,966
646163,949,964
646164,948,962
646165,947,967
646166,946,967
646167,946,967
646168,945,969
646169,944,965
646170,945,966
646171,949,967
646172,947,971
646173,949,970
646174,950,970
646175,950,967
646176,948,967
646177,946,971
646178,951,972
646179,952,970
646180,953,971
646181,955,969
646182,956,967
646183,954,967
646184,956,970
646185,954,969
646186,950,965
646187,952,963
646188,949,961
646189,949,963
646190,949,968
646191,953,968
646192,952,968
646193,952,966
646194,953,963
646195,951,965
646196,953,965
646197,954,967
646198,951,967
646199,949,965
646200,948,965
646201,951,965
646202,953,966
646203,956,967
646204,954,965
646205,956,963
646206,954,961
646207,954,963
646208,957,965
646209,961,962
646210,957,961
646211,957,959
646212,956,956
646213,956,960
646214,957,959
646215,958,959
646216,955,956
646217,958,952
646218,955,949
646219,955,952
646220,955,955
646221,959,955
646222,957,954
646223,956,951
646224,952,950
646225,954,949
646226,957,949
646227,955,951
646228,952,951
646229,951,952
646230,953,952
646231,955,954
646232,961,961
646233,960,960
646234,961,962
646235,962,962
646236,962,962
646237,964,968
646238,963,971
646239,966,971
646240,967,974
646241,968,977
646242,968,973
646243,967,975
646244,972,975
646245,973,977
646246,971,978
646247,967,976
646248,970,975
646249,972,978
646250,973,979
646251,974,979
646252,971,978
646253,969,976
646254,971,976
646255,968,977
646256,967,979
646257,968,980
646258,969,979
646259,970,977
646260,969,975
646261,969,975
646262,972,979
646263,972,982
646264,972,984
646265,972,980
646266,974,981
646267,975,982
646268,973,980
646269,975,976
646270,970,978
646271,964,974
646272,964,976
646273,962,978
646274,963,979
646275,966,978
646276,965,977
646277,965,979
646278,964,979
646279,964,980
646280,965,983
646281,969,984
646282,969,986
646283,965,978
646284,964,975
646285,961,974
646286,962,978
646287,962,980
646288,962,978
646289,964,975
646290,963,973
646291,964,975
646292,965,976
646293,965,976
646294,963,974
646295,962,973
646296,961,971
646297,961,972
646298,961,975
646299,963,974
646300,960,974
646301,958,972
646302,958,969
646303,958,969
646304,959,969
646305,960,973
646306,956,972
646307,956,971
646308,956,970
646309,956,973
646310,956,974
646311,956,974
646312,958,975
646313,964,971
646314,964,970
646315,961,973
646316,961,976
646317,963,975
646318,970,972
646319,969,970
646320,967,971
646321,965,973
646322,968,975
646323,974,976
646324,978,976
646325,979,976
646326,979,976
646327,979,977
646328,982,980
646329,985,979
646330,981,975
646331,977,975
646332,975,975
646333,974,980
646334,973,982
646335,974,985
646336,975,986
646337,976,985
646338,975,982
646339,976,981
646340,976,982
646341,979,982
646342,980,978
646343,982,974
646344,975,973
646345,970,978
646346,970,977
646347,971,977
646348,969,974
646349,963,969
646350,958,969
646351,956,970
646352,956,970
646353,957,969
646354,952,970
646355,948,966
646356,949,967
646357,949,969
646358,951,970
646359,953,973
646360,953,972
646361,950,969
646362,951,965
646363,949,966
646364,951,968
646365,952,970
646366,950,971
646367,948,969
646368,949,966
646369,951,969
646370,950,968
646371,950,968
646372,948,964
646373,946,958
646374,943,953
646375,940,955
646376,934,956
646377,935,953
646378,931,946
646379,928,944
646380,923,946
646381,913,956
646382,905,970
646383,908,991
646384,917,1007
646385,929,1024
646386,948,1030
646387,967,1037
646388,992,1055
646389,1018,1076
646390,1066,1100
646391,1120,1118
646392,1166,1111
646393,1201,1071
646394,1213,1006
646395,1195,953
646396,1130,935
646397,1049,938
646398,979,949
646399,934,957
646400,919,963
646401,923,963
646402,930,963
646403,935,962
646404,940,963
646405,939,966
646406,945,970
646407,950,970
646408,951,966
646409,947,966
646410,945,966
646411,944,967
646412,945,971
646413,944,972
646414,945,970
646415,941,969
646416,941,968
646417,944,968
646418,947,970
646419,947,970
646420,945,968
646421,942,967
646422,941,967
646423,938,972
646424,937,973
646425,938,972
646426,943,971
646427,947,970
646428,947,970
646429,943,971
646430,942,971
646431,938,974
646432,935,972
646433,937,969
646434,939,972
646435,942,975
646436,946,975
646437,949,971
646438,943,971
646439,936,967
646440,934,969
646441,937,972
646442,940,974
646443,939,978
646444,939,975
646445,941,971
646446,944,970
646447,944,973
646448,943,973
646449,945,975
646450,945,976
646451,941,974
646452,941,969
646453,941,974
646454,942,974
646455,945,977
646456,946,974
646457,947,973
646458,944,971
646459,942,972
646460,944,975
646461,946,976
646462,944,975
646463,941,974
646464,941,973
646465,943,972
646466,946,969
646467,947,971
646468,947,967
646469,946,964
646470,944,963
646471,942,966
646472,941,967
646473,946,967
646474,944,964
646475,942,964
646476,939,961
646477,937,962
646478,940,967
646479,945,967
646480,945,963
646481,946,963
646482,944,959
646483,939,957
646484,940,960
646485,942,959
646486,942,957
646487,939,954
646488,939,951
646489,935,953
646490,936,957
646491,936,957
646492,938,960
646493,936,957
646494,933,959
646495,933,960
646496,937,964
646497,941,966
646498,942,969
646499,942,969
646500,942,975
646501,945,977
646502,950,981
646503,958,984
646504,961,985
646505,960,983
646506,959,984
646507,960,987
646508,960,990
646509,964,989
646510,966,990
646511,964,988
646512,965,988
646513,965,989
646514,964,993
646515,969,996
646516,967,993
646517,969,994
646518,969,992
646519,969,992
646520,969,995
646521,967,994
646522,966,992
646523,965,994
646524,963,992
646525,965,992
646526,967,996
646527,966,996
646528,967,995
646529,967,993
646530,965,992
646531,964,994
646532,966,996
646533,969,999
646534,966,996
646535,966,993
646536,964,990
646537,964,994
646538,967,997
646539,967,996
646540,970,997
646541,969,997
646542,965,994
646543,964,994
646544,968,995
646545,969,996
646546,969,997
646547,964,994
646548,963,992
646549,963,994
646550,962,996
646551,962,997
646552,958,997
646553,957,992
646554,958,991
646555,957,993
646556,959,997
646557,962,998
646558,960,996
646559,960,993
646560,960,991
646561,959,994
646562,959,994
646563,962,993
646564,961,995
646565,960,996
646566,963,993
646567,960,995
646568,963,996
646569,962,995
646570,961,994
646571,959,993
646572,960,992
646573,962,994
646574,963,995
646575,963,998
646576,963,997
646577,963,996
646578,963,992
646579,964,993
646580,966,994
646581,971,995
646582,975,996
646583,976,995
646584,975,996
646585,975,997
646586,976,999
646587,975,999
646588,977,1001
646589,975,999
646590,972,995
646591,976,998
646592,980,1002
646593,982,1004
646594,983,1004
646595,983,1003
646596,982,1002
646597,987,1003
646598,990,1003
646599,989,1006
646600,986,1004
646601,982,1003
646602,981,1006
646603,978,1006
646604,979,1008
646605,981,1009
646606,983,1008
646607,980,1005
646608,980,1005
646609,980,1005
646610,986,1004
646611,989,1003
646612,986,1002
646613,977,999
646614,970,997
646615,965,999
646616,966,1002
646617,965,1001
646618,960,1000
646619,956,998
646620,955,995
646621,952,996
646622,953,998
646623,956,999
646624,958,1000
646625,957,999
646626,955,997
646627,955,998
646628,955,998
646629,958,1000
646630,957,999
646631,955,996
646632,956,997
646633,952,999
646634,954,1001
646635,955,1000
646636,954,999
646637,954,998
646638,952,994
646639,950,994
646640,953,991
646641,952,988
646642,945,984
646643,934,980
646644,928,975
646645,927,972
646646,927,979
646647,923,995
646648,915,1019
646649,913,1044
646650,924,1068
646651,951,1086
646652,983,1103
646653,1016,1124
646654,1054,1146
646655,1106,1170
646656,1163,1190
646657,1209,1186
646658,1244,1144
646659,1254,1072
646660,1233,1006
646661,1175,969
646662,1091,966
646663,1006,979
646664,949,986
646665,924,989
646666,926,992
646667,932,994
646668,938,993
646669,946,993
646670,950,997
646671,952,996
646672,950,995
646673,946,993
646674,946,992
646675,945,994
646676,946,995
646677,946,997
646678,943,997
646679,943,994
646680,943,993
646681,943,995
646682,946,997
646683,947,995
646684,946,999
646685,943,994
646686,944,996
646687,943,995
646688,944,997
646689,946,1000
646690,946,999
646691,944,997
646692,944,996
646693,940,999
646694,941,999
646695,945,999
646696,945,999
646697,943,996
646698,941,995
646699,940,999
646700,939,999
646701,943,1003
646702,942,1000
646703,941,997
646704,939,998
646705,939,1000
646706,940,1000
646707,944,1000
646708,944,1001
646709,940,997
646710,939,997
646711,940,1000
646712,943,1003
646713,941,1002
646714,940,999
646715,941,999
646716,940,996
646717,938,999
646718,939,1000
646719,944,999
646720,940,998
646721,939,997
646722,939,996
646723,938,998
646724,940,998
646725,942,998
646726,938,995
646727,938,993
646728,937,994
646729,937,993
646730,938,997
646731,939,996
646732,938,994
646733,937,989
646734,933,987
646735,934,988
646736,935,988
646737,935,987
646738,938,987
646739,935,983
646740,932,980
646741,934,979
646742,935,982
646743,937,983
646744,937,981
646745,934,977
646746,930,976
646747,931,975
646748,931,977
646749,934,976
646750,934,976
646751,932,972
646752,930,975
646753,930,977
646754,933,981
646755,936,982
646756,936,981
646757,932,982
646758,932,986
646759,934,989
646760,937,993
646761,941,994
646762,941,995
646763,941,998
646764,941,998
646765,942,1002
646766,947,1005
646767,950,1005
646768,949,1006
646769,947,1007
646770,947,1008
646771,952,1012
646772,952,1013
646773,956,1012
646774,957,1012
646775,958,1010
646776,957,1010
646777,957,1012
646778,958,1013
646779,960,1014
646780,959,1013
646781,956,1011
646782,953,1012
646783,957,1013
646784,957,1016
646785,959,1015
646786,959,1016
646787,957,1014
646788,957,1012
646789,956,1015
646790,956,1015
646791,955,1014
646792,958,1016
646793,953,1016
646794,952,1012
646795,951,1014
646796,954,1017
646797,956,1016
646798,957,1016
646799,952,1012
646800,954,1013
646801,954,1015
646802,956,1014
646803,959,1015
646804,957,1015
646805,954,1013
646806,951,1010
646807,951,1013
646808,953,1013
646809,954,1012
646810,954,1010
646811,951,1008
646812,950,1009
646813,947,1008
646814,950,1009
646815,953,1010
646816,950,1008
646817,949,1007
646818,945,1007
646819,941,1006
646820,942,1008
646821,946,1008
646822,946,1006
646823,945,1002
646824,941,1000
646825,945,1003
646826,945,1006
646827,947,1006
646828,945,1003
646829,944,1002
646830,944,1002
646831,943,1005
646832,947,1010
646833,948,1009
646834,947,1010
646835,949,1009
646836,948,1008
646837,947,1011
646838,947,1014
646839,946,1011
646840,945,1009
646841,948,1006
646842,945,1004
646843,946,1003
646844,949,1006
646845,952,1009
646846,952,1007
646847,951,1004
646848,953,1004
646849,957,1007
646850,961,1006
646851,963,1008
646852,962,1009
646853,960,1010
646854,959,1009
646855,961,1011
646856,967,1013
646857,970,1015
646858,969,1014
646859,970,1011
646860,969,1012
646861,967,1014
646862,968,1020
646863,969,1022
646864,969,1020
646865,967,1022
646866,965,1017
646867,967,1021
646868,966,1023
646869,968,1021
646870,969,1019
646871,975,1019
646872,977,1013
646873,971,1014
646874,966,1016
646875,961,1016
646876,957,1018
646877,956,1014
646878,952,1010
646879,948,1012
646880,946,1012
646881,945,1012
646882,944,1013
646883,942,1012
646884,942,1012
646885,943,1012
646886,944,1013
646887,944,1013
646888,946,1011
646889,945,1010
646890,944,1010
646891,941,1011
646892,944,1013
